Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Kiribati,28,16,284.7,278.0,1996.8,1997.9,1993.0,1995.1,767.2,7540.1,2894.5,2553.8,72.0,907.8,3022.4,2397.2,76.5,140.3,298.1,247.5,135.5,10208.4,10404.4,1655506.9,3712650.6,4229744.9,59125.2,140538.5,165992.4
Fiji,22,7,55.5,58.9,1999.4,1995.1,2004.2,2005.6,650.3,1386.4,805.1,716.3,61.0,269.1,285.4,172.8,31.0,124.6,84.0,59.5,27.9,2111.4,2151.9,161330.9,439315.9,562353.2,7333.2,21681.8,27992.4
Micronesia (Federated States of),15,14,213.6,196.5,2002.7,2001.9,2004.5,2003.1,7725.7,7885.8,6715.8,5920.9,772.0,745.3,1051.5,1060.4,89.0,344.8,631.4,473.3,98.2,7379.0,7520.7,1308243.6,2900158.8,3295957.1,87216.2,204463.9,241573.8
Marshall Islands,13,11,185.8,157.5,1994.5,1994.5,1995.2,1995.7,6501.7,7721.7,7808.5,7583.3,703.0,860.2,1301.0,1329.1,118.0,119.8,115.3,107.5,53.2,3995.6,4072.3,1083272.0,2402317.6,2730784.7,83328.6,195806.2,231808.6
Thailand,11,10,347.5,414.3,1989.7,1990.5,1990.3,1990.1,6018.3,7004.9,7033.0,7022.5,469.0,541.6,595.6,594.4,244.0,307.0,282.2,287.2,199.5,15180.3,15471.7,1284760.4,2810458.0,3167959.7,116796.4,250840.9,273013.0
Papua New Guinea,11,11,88.3,104.4,1998.8,1998.8,1999.0,1998.5,4047.6,4140.1,3274.4,3222.5,378.0,380.2,401.0,383.3,127.0,215.5,219.6,202.6,50.8,3827.7,3901.2,588773.6,1302492.1,1478365.9,53524.9,123819.7,144604.5
"Korea, Republic of",10,10,123.0,135.8,1989.8,1989.8,1989.4,1989.3,4246.5,4776.8,4155.3,4077.2,663.5,746.7,863.7,849.5,322.0,306.3,324.6,325.6,137.0,10360.1,10559.0,553057.0,1217060.4,1376946.0,55305.7,123630.8,139944.1
Solomon Islands,7,7,44.8,59.6,2003.1,2003.1,2005.9,2006.9,1307.1,3432.6,2576.8,2753.8,195.0,491.7,895.7,1025.7,97.0,108.1,83.6,81.0,15.1,1139.0,1160.9,364328.7,806826.3,916363.2,52047.0,121219.6,142411.7
Wallis and Futuna,6,2,14.8,16.9,2005.5,2010.5,2006.6,2006.7,427.2,427.2,429.5,429.4,34.5,34.5,34.0,34.1,38.0,33.5,38.0,37.8,5.3,407.6,415.4,37899.5,96121.2,108531.3,6316.6,16279.6,18333.4
Philippines,4,4,54.5,63.8,1992.0,1992.0,1992.1,1991.8,3569.8,3667.5,3628.6,3629.5,348.0,404.2,428.1,443.0,26.5,143.0,156.5,148.8,39.6,3000.4,3058.0,189228.4,413473.2,465738.7,47307.1,100810.9,108845.5
Japan,4,4,76.3,92.5,1993.5,1993.5,1994.2,1993.9,5565.0,5662.4,5849.1,5799.7,540.0,535.0,555.9,547.2,40.0,38.0,43.2,40.6,43.5,3313.8,3377.4,274358.9,599487.4,675266.2,68589.7,146163.9,157813.1
Viet Nam,4,4,99.3,123.0,1990.5,1990.5,1989.7,1989.4,4622.1,5101.8,5123.5,5173.5,397.5,439.8,468.8,476.1,161.5,136.8,120.0,116.4,50.5,3842.0,3915.7,364775.1,797051.4,897803.4,91193.8,194332.9,209821.2
American Samoa,3,2,12.0,6.3,2011.0,2009.0,2013.4,2011.5,1479.8,2284.7,2399.6,1697.0,365.0,677.5,1623.5,1350.1,26.0,38.0,27.2,33.1,7.7,576.1,587.1,26634.7,68156.0,89498.2,8878.2,25107.4,33594.7
Vanuatu,1,1,0.2,0.1,1977.0,1977.0,1977.0,1977.0,881.6,881.6,881.6,881.6,252.0,252.0,252.0,252.0,83.0,83.0,83.0,83.0,0.6,46.6,47.5,3696.1,8740.2,11702.6,3696.1,9544.0,12886.0
"Taiwan, Province of China",1,1,21.5,28.3,1986.0,1986.0,1986.0,1986.0,4327.2,4327.2,4327.2,4327.2,336.0,336.0,336.0,336.0,5.0,5.0,5.0,5.0,10.9,832.3,848.2,83967.9,183474.0,206666.3,83967.9,178934.8,193195.8
Nauru,1,1,11.2,8.9,2013.0,2013.0,2013.0,2013.0,5165.4,5165.4,5165.4,5165.4,374.0,374.0,374.0,374.0,8.0,8.0,8.0,8.0,0.6,45.3,46.2,62405.7,138427.9,157378.5,62405.7,146868.9,174104.2
Mexico,1,1,31.4,39.7,1984.0,1984.0,1984.0,1984.0,7198.0,7198.0,7198.0,7198.0,646.0,646.0,646.0,646.0,13.0,13.0,13.0,13.0,14.5,1109.3,1130.6,117915.9,257652.0,290220.8,117915.9,251277.5,271304.2
Ecuador,1,1,36.8,43.4,1993.0,1993.0,1993.0,1993.0,6042.5,6042.5,6042.5,6042.5,447.0,447.0,447.0,447.0,270.0,270.0,270.0,270.0,18.8,1430.9,1458.4,128691.0,281196.1,316741.0,128691.0,274239.1,296095.8
China,1,1,17.5,23.9,1983.0,1983.0,1983.0,1983.0,4296.2,4296.2,4296.2,4296.2,487.0,487.0,487.0,487.0,150.0,150.0,150.0,150.0,14.4,1096.2,1117.3,70902.6,154925.6,174509.1,70902.6,151092.6,163134.6
