Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Cruise,227,62,3637.8,367.1,1993.2,1997.8,2006.7,2005.3,147.1,265.6,264.4,269.0,15.0,23.6,28.8,29.4,9.0,10.2,9.6,9.8,796.8,61491.9,62672.6,1187516.2,6453731.6,7491431.2,5231.3,25180.7,27605.8
General cargo,115,24,257.7,307.0,1990.4,1991.7,2001.5,2001.7,367.9,446.0,371.3,373.7,24.0,51.5,70.0,73.6,18.0,48.1,17.7,18.4,105.7,8123.4,8279.4,232607.2,743759.2,1069345.0,2022.7,9245.1,12490.5
Container,110,17,393.8,479.1,2007.4,2007.8,2007.8,2007.7,96.7,299.0,271.8,276.1,10.0,24.9,68.0,68.0,6.0,9.1,16.0,15.9,93.0,7136.1,7273.1,483108.4,1783804.1,2033402.6,4391.9,17405.9,21090.9
Chemical tanker,53,9,73.0,114.9,2008.1,2007.7,2007.2,2007.0,160.2,237.2,232.2,232.4,15.0,32.5,92.0,93.1,26.0,44.3,35.0,35.0,44.6,3374.2,3439.0,157175.8,485084.1,606372.1,2965.6,10196.3,12858.6
Liquefied gas tanker,41,2,42.9,44.2,2008.8,2008.5,2008.3,2008.3,181.1,188.5,251.4,251.6,16.0,14.8,28.1,28.1,21.0,22.0,24.2,24.2,26.5,2012.9,2051.6,33369.9,96678.0,106763.4,813.9,4456.1,5859.8
Oil tanker,34,7,42.5,66.4,1998.9,2000.1,2001.1,2000.9,152.1,374.5,272.5,264.7,19.5,41.5,37.8,37.4,23.0,39.5,40.3,39.0,23.7,1801.5,1836.1,117731.2,133198.4,129337.7,3462.7,11489.9,15166.4
Ferry-RoPax,29,3,6.4,1.6,1965.0,1965.7,1964.5,1964.5,148.4,417.6,417.0,423.4,43.0,49.2,73.5,73.5,10.0,36.3,44.6,44.7,10.5,786.9,802.0,54581.6,118084.3,156999.5,1882.1,4201.9,5988.0
Refrigerated bulk,25,7,53.0,58.1,2003.1,2001.1,1999.4,1999.5,87.9,286.6,157.3,155.4,9.0,18.6,26.2,25.8,6.0,11.3,14.8,14.6,26.8,2041.0,2080.2,172488.8,376896.4,424538.3,6899.6,14702.9,15874.7
Vehicle,23,2,169.8,58.5,2002.7,2003.0,2002.4,2001.1,607.7,397.0,499.1,539.9,60.0,42.2,75.6,79.4,7.0,6.5,18.6,19.0,26.5,2028.3,2067.3,59243.1,261198.4,302494.4,2575.8,9790.6,10536.8
Bulk carrier,10,7,512.0,782.8,2009.3,2008.1,2013.6,2014.0,2179.9,2560.4,3147.1,3270.4,236.0,258.9,371.3,381.3,46.5,69.0,23.7,20.3,67.3,5197.5,5297.3,255765.2,719787.7,1038770.1,25576.5,119360.0,152474.8
Service - tug,5,4,0.6,0.6,2001.4,1996.8,2017.1,2017.9,127.0,104.4,117.0,117.7,33.0,26.2,41.0,41.2,21.0,22.6,14.0,13.7,0.2,17.1,17.4,14467.8,34211.9,45807.9,2893.6,7471.7,10088.0
Service - other,3,3,30.9,15.8,2009.0,2009.0,2014.0,2013.7,1102.2,19075.5,6576.2,5114.2,116.0,953.7,2302.3,2193.1,32.0,108.0,238.7,228.2,96.2,7221.8,7360.5,110103.4,225907.9,243429.5,36701.1,81666.2,92212.7
Ferry-pax only,2,2,2.6,0.3,2000.5,2000.5,1999.5,1999.5,6944.8,6944.8,5324.3,5662.1,2424.0,2424.0,3050.6,3085.7,346.0,346.0,552.0,563.6,10.6,793.9,809.1,22668.7,46166.9,58156.0,11334.3,26357.5,34747.8
