Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,2902,752,7154.1,9978.6,1999.4,2001.5,2003.1,2003.1,436.5,742.1,703.3,704.2,47.0,86.7,189.9,184.3,28.0,51.3,66.9,65.1,2022.0,152197.0,155119.2,18986752.8,55617729.3,78875835.2,6542.6,23950.5,32614.9
Ferry-RoPax,1089,22,19393.5,3090.8,1999.8,1993.6,2004.7,2003.0,242.0,2440.6,566.5,450.4,18.0,327.5,1369.6,1125.6,6.0,20.4,7.8,7.8,3852.9,280018.9,285395.3,19204862.7,47491254.4,58272684.7,17635.3,37644.6,34289.2
Chemical tanker,957,412,13815.8,22615.5,2007.9,2008.2,2009.7,2009.7,209.0,985.0,847.4,867.4,38.0,111.3,277.1,282.4,28.0,36.5,44.7,45.0,2877.1,217361.7,221535.0,7474720.8,38757596.3,45387311.6,7810.6,47030.0,57680.5
Oil tanker,628,219,25344.9,45720.6,2000.2,2006.7,2008.1,2008.2,187.3,1516.4,1403.5,1432.1,29.0,146.2,443.5,444.0,31.0,50.6,56.7,57.2,3210.8,243977.1,248661.5,24814537.5,49106148.3,55595147.4,39513.6,99456.0,123422.6
Container,425,92,4273.8,5134.7,2004.0,2004.9,2002.7,2003.0,323.8,564.1,584.8,598.2,30.0,49.2,69.9,70.3,21.0,23.9,29.3,29.9,1006.1,75264.2,76709.3,4789221.5,16148593.5,18320473.7,11268.8,40938.2,48995.5
Cruise,327,74,5600.4,601.2,2004.1,1999.2,2007.0,2005.9,195.4,260.5,257.0,264.1,16.0,20.1,26.7,28.3,31.0,24.0,21.7,21.1,1750.0,131392.7,133915.5,2107178.8,11243977.1,13161878.1,6444.0,30205.5,32958.2
Bulk carrier,253,214,13141.1,22554.9,2010.6,2010.3,2011.6,2011.6,910.1,1922.1,1882.4,1894.5,82.0,190.6,447.3,450.4,34.0,86.3,122.2,120.2,1329.7,101236.7,103180.4,7407795.8,17832783.7,22665216.2,29279.8,113356.3,137549.4
Miscellaneous - fishing,148,38,29.3,19.4,1981.8,1985.8,1987.7,1991.5,233.5,526.4,607.4,603.5,34.0,77.6,184.9,205.5,11.5,37.8,144.7,99.2,53.7,4029.7,4107.0,136258.1,302246.7,343623.9,920.7,2166.7,2568.5
Service - tug,146,58,21.7,14.9,1980.9,1986.3,1987.4,1989.0,218.5,344.0,297.0,297.9,39.5,71.8,131.1,141.4,25.0,82.9,103.9,117.6,55.2,4144.3,4223.9,382164.2,903703.3,1210009.9,2617.6,6759.0,9125.8
Ro-Ro,112,21,992.8,518.3,2009.8,2003.2,2007.7,2006.3,155.2,738.9,350.5,367.0,12.0,86.0,108.3,134.4,10.0,39.0,33.2,40.2,269.8,20323.5,20713.7,607053.7,1541016.2,1411478.0,5420.1,12797.2,14155.5
Vehicle,105,6,445.0,153.3,2002.8,2003.5,2003.4,2003.2,218.2,320.7,251.7,254.2,18.0,25.7,27.3,27.8,10.0,10.8,11.0,10.9,71.6,5372.4,5475.6,155235.1,684420.2,792628.4,1478.4,5619.5,6047.8
Liquefied gas tanker,59,14,691.7,694.2,2008.7,2007.8,2013.4,2013.1,760.9,714.0,1009.2,1008.1,65.0,55.0,93.9,93.9,21.0,31.4,23.0,23.2,144.4,10796.0,11003.3,523997.9,1518107.4,1676476.8,8881.3,48624.9,63942.9
Service - other,49,34,101.5,72.0,1995.9,1997.9,1994.1,1986.5,198.6,689.4,1116.2,1194.4,52.0,117.2,297.0,347.5,19.0,230.1,220.0,210.1,71.7,5209.0,5309.1,502198.7,1030401.6,1110320.1,10249.0,22805.6,25750.8
Refrigerated bulk,20,19,501.2,546.6,1994.2,1994.1,1993.0,1992.9,715.0,2343.9,2819.4,2937.2,53.0,156.9,352.1,362.5,71.5,228.2,387.2,361.0,306.7,23176.5,23621.5,1621702.8,3543499.5,3991418.9,81085.1,172791.5,186562.9
Ferry-pax only,2,1,0.1,0.0,2018.0,2018.0,2018.0,2018.0,90.4,90.4,90.4,90.4,174.5,174.5,223.8,223.8,195.0,195.0,180.4,180.4,1.2,87.4,89.1,624.9,1272.8,1603.3,312.5,726.6,958.0
