Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,140,13,7127.6,8354.2,2002.4,2000.9,2001.5,2002.0,1528.8,2344.8,2508.0,2451.2,113.0,126.9,141.7,140.6,21.5,21.3,28.0,27.4,1853.3,143105.9,145853.6,7201322.9,26502354.6,29205077.2,51438.0,194078.4,229745.4
General cargo,101,14,668.5,818.0,2003.5,2005.9,2008.1,2007.7,216.0,889.3,725.1,726.4,18.0,219.0,392.8,405.8,36.0,58.9,33.2,34.2,122.7,9348.8,9528.3,722298.9,2266283.5,3267634.1,7151.5,30708.4,42184.6
Chemical tanker,41,20,1714.6,2801.5,2009.6,2010.0,2010.3,2010.4,1647.1,1616.7,1880.9,1878.2,136.0,139.3,235.6,235.1,45.0,49.1,57.4,57.6,257.5,19900.7,20282.8,801294.3,4615988.4,5434533.5,19543.8,131219.4,162827.5
Vehicle,25,14,3089.7,1039.4,2004.6,2004.8,2002.8,2002.1,1379.2,1834.9,2381.9,2565.6,95.0,119.4,217.0,232.2,7.0,8.5,10.3,10.7,208.2,16111.5,16420.9,1052494.6,4640372.8,5374024.6,42099.8,160021.3,172218.0
Service - tug,24,6,4.4,2.7,1969.8,1980.0,1967.6,1970.3,156.1,790.0,562.5,665.6,71.5,241.6,493.0,521.6,37.5,40.8,118.5,109.6,13.0,977.7,996.5,67884.0,160525.2,214934.5,2828.5,7303.7,9861.2
Service - other,19,13,568.2,393.3,1991.7,1991.0,1984.6,1980.1,3159.2,4904.4,4541.5,4265.0,342.0,483.2,558.3,466.4,127.0,323.8,471.3,298.5,121.7,9227.4,9404.6,2744711.8,5631546.1,6068331.9,144458.5,321444.5,362956.4
Oil tanker,18,15,1552.8,2742.9,2006.7,2006.7,2006.3,2006.2,2437.9,2045.3,2136.5,2152.7,207.0,195.4,233.8,233.3,44.0,48.4,44.0,43.4,175.3,13580.4,13841.2,1696723.2,3768972.0,4193191.8,94262.4,253131.4,307372.4
Miscellaneous - fishing,10,8,42.8,47.6,2002.8,2001.2,2003.5,2006.0,4850.0,5244.0,5105.5,4667.9,554.0,692.8,895.4,786.8,10.0,19.4,15.4,8.1,58.0,4352.4,4436.0,334819.6,742694.4,844368.4,33482.0,78798.3,93410.6
Bulk carrier,9,4,134.0,218.2,1998.4,2002.0,2000.0,2000.3,1671.8,1924.9,1619.7,1675.4,146.0,216.8,327.3,334.5,74.0,78.6,81.0,81.6,26.0,2005.9,2044.4,89450.8,248321.9,385941.2,9939.0,46824.5,60687.9
Liquefied gas tanker,8,3,72.4,77.4,2011.9,2012.3,2011.7,2011.7,2251.9,2028.3,2220.7,2216.8,174.5,163.5,188.3,187.4,82.0,74.2,80.4,81.8,36.3,2782.4,2835.8,58426.1,169270.0,186928.3,7303.3,39985.1,52581.4
Cruise,2,2,287.6,36.0,1996.0,1996.0,1996.6,1994.6,2146.5,2146.5,2024.6,2162.3,124.0,124.0,120.3,132.6,9.0,9.0,9.0,9.0,65.2,5050.3,5147.3,144435.4,781933.7,931055.3,72217.7,334523.9,359275.7
