Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,222,64,1084.5,1379.8,1993.7,2001.4,2003.3,2003.2,453.2,1511.4,1328.2,1286.8,66.5,171.1,221.2,222.7,55.5,107.7,118.7,122.3,275.0,21022.5,21426.1,1330867.6,4120430.8,5836464.8,5994.9,26097.6,34431.7
Liquefied gas tanker,181,53,8482.9,9653.8,2013.0,2010.8,2013.2,2013.1,915.5,3005.9,3203.4,3203.9,108.0,252.3,536.7,535.8,38.0,66.0,57.0,57.1,1379.5,106435.4,108478.9,2911935.1,17369115.9,15184102.7,16088.0,126594.9,189782.9
Container,113,25,1986.5,2515.1,2003.6,2004.4,2003.7,2003.5,442.6,936.7,878.7,872.5,43.0,99.9,194.6,195.6,165.0,148.2,103.5,104.7,522.1,40014.5,40782.8,2149155.3,7369171.0,8140733.8,19019.1,67562.7,79507.3
Bulk carrier,80,58,3025.0,5110.4,2005.7,2007.6,2009.3,2009.4,1831.0,1815.9,1752.4,1757.2,170.0,194.8,211.5,212.2,88.5,151.2,157.6,158.6,339.8,26261.2,26765.4,2032611.3,4689277.8,6180477.0,25407.6,94667.1,115221.3
Service - tug,77,16,8.6,7.2,2006.5,2005.1,2004.8,2005.7,468.9,681.6,595.8,605.7,110.0,207.6,266.1,274.3,61.0,101.8,212.3,205.0,33.9,2544.6,2593.4,184744.4,436865.0,584938.6,2399.3,6195.4,8364.8
Chemical tanker,49,24,1146.0,1697.8,2009.6,2011.2,2009.5,2009.6,1865.7,1935.9,1936.2,1929.1,171.0,200.2,220.2,222.4,40.0,41.6,53.9,53.7,265.3,20442.1,20834.5,1145592.1,4073303.1,4817179.6,23379.4,93749.8,112638.5
Cruise,28,19,1259.0,154.3,1997.5,1997.8,1999.4,1998.6,1233.8,1144.2,1131.3,1096.1,81.5,84.6,108.4,106.1,24.0,21.4,28.4,28.2,291.9,22596.4,23030.3,614316.0,3355584.7,4084685.8,21939.9,102954.3,113331.1
Oil tanker,27,5,472.3,820.5,1995.1,2002.8,2004.7,2004.8,1876.7,1962.8,2011.7,2024.5,194.0,198.9,193.3,194.2,77.0,66.2,70.9,74.5,143.6,10975.7,11186.4,860924.9,1148050.2,1214006.6,31886.1,94373.8,121511.8
Service - other,12,2,0.7,0.3,2008.2,2010.5,2007.2,2007.0,424.4,236.4,373.1,439.0,129.5,92.5,213.5,216.8,27.0,21.5,33.2,33.6,4.6,347.6,354.3,2179.9,4472.6,4819.5,181.7,404.2,456.4
Ro-Ro,10,2,0.8,1.0,2010.3,2010.5,2010.3,2010.3,34.7,34.7,86.2,85.9,14.0,18.5,54.5,54.7,11.0,10.5,23.2,23.4,4.2,312.6,318.6,3764.4,29022.4,13695.4,376.4,918.7,1309.6
Refrigerated bulk,5,3,24.9,27.4,1984.0,1989.0,1993.2,1991.6,2374.1,2503.2,2490.5,2450.9,246.0,304.5,317.4,321.1,12.0,39.0,33.5,34.9,26.8,2027.3,2066.2,81376.4,177811.3,200287.7,16275.3,34682.4,37446.6
Ferry-pax only,1,1,2.3,0.2,2018.0,2018.0,2018.0,2018.0,1838.6,1838.6,1838.6,1838.6,123.0,123.0,123.0,123.0,8.0,8.0,8.0,8.0,0.2,14.8,15.0,14521.7,29574.9,37255.2,14521.7,33769.6,44519.5
