Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,15217,1898,1727128.9,1876240.0,2006.9,2008.2,2011.1,2010.9,915.3,1822.5,2133.0,2068.1,77.0,129.2,310.5,307.2,16.0,20.2,23.1,23.2,166773.8,12906451.0,13154254.9,966209475.6,2803809201.5,3187958079.7,63495.4,219715.6,261063.4
Bulk carrier,9933,4945,1601195.4,2940496.1,2010.2,2010.1,2010.6,2010.6,2619.1,3809.6,4137.0,4201.6,263.0,384.0,654.6,660.7,11.0,18.5,16.0,15.9,112883.5,8741286.1,8909118.8,739424335.6,1790080720.6,2127698221.1,74441.2,275698.5,331138.5
Oil tanker,6693,1774,699386.9,1292839.8,2006.8,2007.8,2009.1,2009.2,799.0,2880.4,3057.8,3135.0,119.0,301.2,536.9,542.0,24.0,65.1,116.0,116.9,67528.4,5221016.2,5321259.7,561353951.7,1052153766.0,1184506059.3,83871.8,219075.9,270639.9
Chemical tanker,6045,1427,177543.7,287458.8,2008.4,2008.8,2009.2,2009.3,1256.0,1959.4,2024.0,2041.3,131.0,194.8,327.9,329.0,21.0,37.4,46.7,46.6,32694.7,2519876.9,2568258.5,123788079.0,549241110.7,645224076.9,20477.8,104309.6,126906.0
General cargo,3122,1133,110006.5,155394.2,2005.9,2006.8,2007.6,2007.8,1443.9,2547.2,2894.0,2963.2,142.0,258.9,517.7,529.9,12.0,29.0,30.2,28.1,14688.4,1131054.0,1152770.3,72158906.7,251189913.5,366691127.3,23113.0,126814.2,171660.3
Liquefied gas tanker,2222,742,406962.1,360123.7,2007.6,2008.2,2008.9,2009.1,2375.0,3105.8,3663.5,3599.3,172.0,259.6,442.7,439.7,19.0,73.4,72.6,68.3,48034.8,3368308.2,3432979.7,110484227.5,650983569.9,563097762.1,49722.9,354309.3,523850.4
Service - tug,1811,428,1548.1,1283.2,2008.5,2009.0,2009.5,2009.1,129.8,1268.7,1299.8,1362.7,56.0,497.1,1204.9,1255.0,21.0,239.3,276.4,290.8,1463.8,110356.6,112475.5,32823195.6,77616976.7,103924936.6,18124.3,46800.3,63188.4
Vehicle,1707,485,253860.5,85057.1,2006.3,2007.2,2007.8,2007.6,2305.5,2879.4,2748.6,2751.9,148.0,190.1,306.0,303.1,10.0,11.3,13.3,13.7,15360.9,1189556.0,1212395.5,86131369.6,379746988.4,439785716.0,50457.7,191789.9,206408.0
Service - other,1646,135,5256.7,6667.8,2013.6,2007.0,2005.0,2005.4,81.7,1858.9,348.0,301.4,13.0,421.8,1257.7,1324.8,2.0,153.1,131.7,114.8,1289.4,98327.1,100215.0,46529325.1,95467960.0,102872508.2,28268.1,62901.3,71024.5
Ferry-pax only,1145,78,378.0,109.9,2002.8,2002.6,1994.5,1993.8,420.6,1166.3,986.3,1221.1,26.0,116.6,908.3,550.6,17.0,77.0,49.8,56.5,485.6,36584.3,37286.7,6771902.8,14682449.4,18609990.3,5914.3,14216.6,18755.9
Ro-Ro,378,35,432.2,347.2,2011.4,2008.8,2003.2,2003.7,43.3,655.7,584.2,443.4,11.0,190.0,273.5,304.2,1.0,49.1,27.0,31.9,390.0,29501.3,30067.7,598602.4,2985545.5,1764047.9,1583.6,3798.5,4786.3
Cruise,268,61,18926.3,1928.7,2004.0,2001.2,2005.3,2005.0,567.5,928.9,709.0,743.2,38.0,71.6,65.2,74.6,10.0,34.9,31.4,31.8,4044.6,313223.2,319237.1,2467041.0,27974492.9,35976396.9,9205.4,91465.3,112023.8
Refrigerated bulk,134,66,3368.6,3519.7,1998.1,1994.9,2000.6,2000.2,2358.6,3270.8,3198.3,3244.4,207.0,308.0,438.1,456.4,11.0,25.2,19.7,21.1,1364.9,104102.7,106101.5,10441670.2,22815556.4,25699578.5,77922.9,166052.9,179287.2
Miscellaneous - fishing,32,14,61.5,40.0,2011.2,2002.4,2009.9,2008.4,484.3,2711.8,850.0,1027.8,99.5,678.7,637.2,742.0,23.5,163.9,63.6,68.0,50.5,3795.1,3867.9,281420.2,624244.2,709702.5,8794.4,20697.2,24535.2
Ferry-RoPax,20,8,152.1,36.5,1994.2,1997.6,1999.5,2001.2,697.6,2889.0,1924.9,2347.9,70.5,280.2,228.9,406.9,20.0,20.4,43.6,104.0,64.2,4696.8,4787.0,611678.0,1367180.2,1781809.3,30583.9,67585.4,88536.6
Other liquids tankers,16,6,236.0,303.1,2011.1,2009.7,2000.3,2000.7,98.3,1475.1,2590.9,2648.0,25.0,130.8,431.2,425.6,10.5,19.7,10.2,10.0,68.8,5255.1,5356.0,155462.9,443894.1,957035.6,9716.4,33661.4,54393.3
