Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,293,181,471.6,698.2,1998.3,1999.2,2001.4,2001.5,259.1,358.8,459.3,471.0,22.0,30.2,106.5,110.2,15.0,40.1,59.2,59.7,116.8,8802.8,8971.8,1209608.5,3565249.7,5067894.3,4128.4,15302.1,20902.9
Oil tanker,119,11,98.9,142.5,1982.4,1989.1,1985.3,1985.7,193.1,156.0,336.5,333.1,26.0,18.5,115.4,113.7,14.0,24.9,23.1,23.3,72.7,5462.9,5567.8,554432.7,150747.9,208355.2,4659.1,12174.2,15442.5
Miscellaneous - fishing,94,26,31.6,9.5,1985.9,1984.9,1988.0,1986.7,777.7,1738.7,1918.9,1249.4,120.5,317.9,1750.8,1573.7,70.0,302.1,1082.9,978.5,190.3,14287.1,14561.4,66520.7,147555.7,167755.9,707.7,1665.5,1974.3
Bulk carrier,72,59,1355.9,2427.2,2010.2,2010.5,2011.0,2011.0,408.8,526.8,534.0,535.8,26.5,40.5,58.1,58.7,48.0,91.4,96.9,98.5,129.3,9740.9,9927.9,627240.4,1621589.5,1933173.5,8711.7,35524.2,42993.4
Service - tug,46,10,9.9,4.1,1998.5,1991.0,2002.8,2000.0,308.8,295.7,705.9,654.6,34.0,151.4,691.6,619.2,27.0,51.4,124.6,116.5,42.8,3214.7,3276.4,103848.2,245569.7,328804.5,2257.6,5829.4,7870.7
Chemical tanker,30,25,87.2,136.6,2006.4,2006.9,2006.3,2006.3,221.6,229.6,243.6,244.4,20.0,37.1,37.3,36.8,23.0,54.2,70.8,73.0,47.2,3542.7,3610.8,107178.7,361811.4,430481.3,3572.6,13627.5,16419.0
Container,13,9,73.9,81.6,2004.6,2005.4,2010.2,2009.8,236.8,279.6,226.7,232.6,15.0,16.9,18.4,18.6,14.0,21.8,13.5,14.0,12.4,932.7,950.6,76482.8,251199.8,288194.3,5883.3,21289.6,25531.1
Service - other,10,6,3.4,4.5,1981.1,1979.7,1987.7,1988.2,195.0,191.3,245.7,257.1,27.0,204.7,45.9,41.9,11.5,35.2,28.0,28.7,5.1,379.7,387.0,31538.4,64709.8,69728.7,3153.8,7017.8,7924.1
Ferry-RoPax,5,3,117.5,12.9,1988.4,1990.3,1989.1,1989.0,75.3,587.8,969.8,605.1,8.0,35.8,119.0,113.7,5.0,17.2,18.1,17.6,16.8,1263.4,1287.7,80236.3,198417.9,243460.1,16047.3,34254.5,31198.6
Refrigerated bulk,4,4,181.8,183.1,1997.5,1997.5,1993.4,1993.4,2715.4,3325.5,5202.8,5193.6,192.0,213.8,423.1,422.8,32.0,116.5,257.7,257.6,75.0,5643.7,5752.1,543158.0,1186826.6,1336848.6,135789.5,289365.9,312428.2
Cruise,2,2,5.4,0.8,1975.5,1975.5,1989.2,1988.1,148.2,148.2,171.5,168.9,14.0,14.0,15.8,15.6,8.0,8.0,7.1,7.2,1.7,125.9,128.3,2101.7,16647.0,23552.7,1050.9,7096.7,9049.1
Liquefied gas tanker,2,2,6.5,6.0,2003.5,2003.5,2007.4,2007.3,682.6,682.6,894.9,885.4,27.0,27.0,36.4,36.3,28.0,28.0,30.6,30.5,3.2,243.6,248.3,4534.8,13138.2,14508.8,2267.4,12414.1,16324.8
