,exp_code_str3,exp_name,imp_code_str3,imp_name,HS2,Description,USD,tonne,clean_desc
0,682,Saudi Arabia,392,Japan,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",17350611958.427,41249949.99988,"Saudi Arabia - Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes"
1,784,United Arab Emirates,392,Japan,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",16069187118.075,35679149.323268995,"United Arab Emirates - Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes"
2,634,Qatar,392,Japan,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",9047091968.9,20368389.545436002,"Qatar - Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes"
3,036,Australia,392,Japan,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",9040792980.218,22515687.696976002,"Australia - Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes"
4,414,Kuwait,392,Japan,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",6698001714.824,13353778.506863002,"Kuwait - Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes"
5,643,Russian Federation,392,Japan,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",6690076966.563,14407788.490507,"Russian Federation - Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes"
6,276,Germany,392,Japan,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6067637687.435,448027.573185,"Germany - Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof"
7,840,United States of America,392,Japan,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",5166410027.54,11435940.732683001,"United States of America - Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes"
8,410,"Korea, Republic of",392,Japan,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",4452286963.364,7036078.490012,"Korea, Republic of - Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes"
9,840,United States of America,392,Japan,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",4060290039.594,60738.981541,"United States of America - Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof"
10,458,Malaysia,392,Japan,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",4002561666.828,10137586.839108,"Malaysia - Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes"
