Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Oil tanker,252,170,67333.3,127504.5,2007.9,2008.9,2011.4,2011.5,905.2,3311.3,4253.0,4335.0,130.0,340.7,929.7,936.4,44.0,85.1,81.4,82.0,6121.8,473389.1,482478.1,41621827.0,74529716.2,82747730.4,165166.0,429438.3,533895.3
General cargo,215,46,670.4,977.3,1997.8,2004.0,2006.9,2006.7,54.5,1036.5,964.3,954.5,8.0,103.5,199.7,193.3,16.0,69.8,97.3,96.5,141.1,10764.5,10971.2,754538.2,2405486.2,3450582.7,3509.5,16013.5,21536.9
Chemical tanker,209,101,6216.5,10264.0,2008.7,2009.2,2009.3,2009.2,760.4,1698.4,1591.3,1597.5,82.0,213.3,373.0,376.8,44.0,89.8,81.0,82.3,1237.1,95431.9,97264.2,2691789.3,16159493.4,18857261.0,12879.4,90328.9,111313.9
Cruise,171,53,6567.1,575.7,2001.6,2001.5,2005.7,2005.3,147.9,450.0,416.1,406.2,15.0,35.5,52.8,51.8,9.0,10.5,9.1,9.1,1288.9,99720.8,101635.4,696859.6,8013568.1,10213323.3,4075.2,41367.4,50674.7
Service - tug,151,20,14.1,9.5,2004.6,1996.7,1995.7,1994.9,168.7,359.2,299.9,309.0,68.0,251.9,605.5,665.8,19.0,121.2,128.1,118.1,51.3,3855.1,3929.1,243544.8,575910.2,771112.6,1612.9,4164.7,5623.1
Bulk carrier,63,55,5744.7,10280.2,2011.6,2011.4,2012.5,2012.6,2379.1,2481.1,2591.5,2631.6,234.0,266.9,400.0,405.0,89.0,97.1,91.0,88.9,483.0,37244.1,37959.2,2914354.1,7009500.5,8574502.4,46259.6,174115.2,209836.3
Liquefied gas tanker,33,30,5703.2,5415.0,2010.5,2010.3,2011.8,2011.5,2265.7,3337.9,3093.1,3180.4,202.0,270.8,453.8,458.1,34.0,57.4,42.7,41.9,691.5,47014.3,47917.0,1734563.7,9829218.3,8705098.9,52562.5,401379.8,596573.7
Ferry-RoPax,25,2,1.5,0.4,1971.0,1972.0,1970.8,1970.8,64.4,63.4,76.6,76.9,16.0,15.8,29.9,30.0,4.0,17.5,13.6,13.1,5.0,377.8,385.0,13661.3,29555.5,39295.7,546.5,1220.0,1738.5
Vehicle,10,9,99.4,29.0,2006.4,2007.4,2005.6,2005.3,133.9,213.5,222.7,209.1,13.0,18.3,26.9,25.7,14.0,23.3,19.7,20.6,8.0,623.5,635.5,29403.9,129639.5,150135.8,2940.4,11176.4,12028.3
Ro-Ro,6,2,3.8,3.1,1986.0,1983.5,1990.4,1989.9,148.9,120.5,148.0,144.8,16.5,32.2,17.0,17.9,19.5,16.2,30.1,29.1,3.2,239.3,243.9,11368.4,87646.2,41359.4,1894.7,4624.0,6591.6
Container,4,4,87.1,108.3,2009.0,2009.0,2010.4,2010.4,383.4,1153.7,1019.6,1052.2,31.0,75.2,176.7,179.9,36.0,37.8,47.3,47.7,19.6,1510.5,1539.5,98852.0,372670.5,424820.8,24713.0,100686.7,122447.1
Refrigerated bulk,3,3,69.2,77.2,1991.0,1991.0,1991.6,1991.5,2007.7,2526.7,2911.9,2847.5,184.0,175.7,192.4,190.8,59.0,100.7,77.4,78.3,32.4,2466.4,2513.7,229080.0,500550.9,563823.5,76360.0,162722.3,175691.2
Service - other,2,2,7.3,13.0,2000.0,2000.0,2007.9,2008.8,1545.6,1545.6,1799.8,2550.7,217.0,217.0,338.7,352.9,2.5,2.5,4.7,4.9,4.2,317.6,323.7,90865.4,186435.9,200896.0,45432.7,101095.4,114151.1
Miscellaneous - fishing,1,1,0.1,0.1,1983.0,1983.0,1983.0,1983.0,637.8,637.8,637.8,637.8,111.0,111.0,111.0,111.0,12.0,12.0,12.0,12.0,0.5,34.3,34.9,758.0,1681.3,1911.5,758.0,1783.8,2114.6
