Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Montego Bay,218,33,609.7,718.0,1999.2,1998.8,2006.1,2005.3,210.3,373.9,384.6,369.9,19.0,94.0,75.1,75.7,27.0,61.6,77.3,82.5,259.0,18769.3,19129.7,903614.7,1968731.1,2214145.4,4145.0,14549.1,18294.6
Kingston,188,51,1801.4,3286.1,2000.2,2004.3,2005.4,2005.6,185.8,500.1,837.6,962.8,19.0,198.7,424.2,442.0,19.0,49.3,153.3,160.1,373.3,28591.9,29140.9,1732135.5,3671142.3,4223326.6,9213.5,26105.5,31690.7
Port Royal,123,36,258.2,371.0,2000.3,2001.1,2002.4,2002.8,209.2,769.2,277.5,275.1,22.0,182.5,270.1,260.9,17.0,146.9,133.1,135.3,204.6,15484.0,15781.3,698284.1,1577276.5,1919105.0,5677.1,15982.0,19732.8
Rocky Point,73,12,479.0,450.5,2002.9,1995.6,2012.7,2012.5,338.6,594.0,1040.8,1010.8,39.0,486.1,118.2,121.6,45.0,65.5,89.5,87.9,117.2,7537.8,7682.5,524659.1,1421507.6,1674740.9,7187.1,31458.3,41460.0
Esquivel,65,21,394.9,680.1,1996.8,2002.2,2005.9,2005.7,304.4,489.7,463.8,446.6,62.0,155.3,451.0,460.9,40.0,68.9,53.9,47.4,185.8,14071.3,14341.4,708165.6,1109457.4,1379823.9,10894.9,30276.2,38527.9
Ocho Rios,44,13,154.8,28.4,1996.2,1992.6,2009.8,2004.6,123.2,262.7,102.4,142.2,13.0,106.7,16.0,41.2,16.5,164.3,16.1,25.8,60.4,4641.4,4730.5,131610.5,341085.2,354230.4,2991.1,8847.4,9280.8
Alligator Pond,25,17,36.7,57.8,1998.9,2002.8,2009.7,2009.7,154.1,201.8,149.8,142.1,36.0,54.8,55.8,52.1,22.0,55.3,54.1,38.4,19.8,1499.1,1527.9,75761.3,201715.4,259603.1,3030.5,9442.0,12092.0
Port Rhoades,25,15,40.3,68.2,1996.0,1999.8,2010.4,2010.6,137.2,193.3,219.4,218.1,20.0,84.5,87.4,88.5,51.0,74.6,26.2,21.3,13.7,1039.9,1059.8,46551.6,103926.8,129077.2,1862.1,6034.9,7482.2
Rio Bueno,22,16,274.4,515.4,1995.8,2001.9,1997.5,1997.3,156.2,642.3,1177.4,1303.6,40.0,345.1,33.0,31.5,34.5,93.2,735.4,749.0,32.8,2512.8,2561.0,133360.0,378454.8,451886.0,6061.8,25908.9,31996.3
Lucea,7,7,35.5,47.1,2006.1,2006.1,2008.8,2008.8,218.8,1055.6,869.5,938.9,26.0,48.6,55.5,56.1,93.0,696.7,2817.1,2911.7,57.5,4311.1,4393.9,77223.2,89435.3,87574.6,11031.9,38707.0,51371.1
Saint Ann'S Bay,6,6,29.7,13.2,2000.2,2000.2,2000.1,2005.8,124.6,157.3,133.3,83.5,12.5,24.8,13.1,12.8,14.5,88.2,55.7,175.6,9.6,741.3,755.6,18494.8,57500.0,61412.2,3082.5,10056.9,10340.6
Port Antonio,5,4,11.1,14.6,1994.8,1998.5,2006.6,2012.0,638.2,859.7,198.9,205.1,143.0,115.9,75.5,58.2,7.0,33.1,16.5,7.0,6.3,479.0,488.2,31666.8,69634.5,76391.0,6333.4,15496.1,17712.2
Falmouth,4,2,155.7,287.4,1984.0,1988.0,1995.3,1995.8,2817.1,2817.1,4172.1,4079.5,123.5,217.5,328.4,339.8,378.5,378.0,180.8,44.1,40.1,3035.7,3093.9,78182.1,211604.8,239041.4,19545.5,77451.6,93609.0
Savanna La Mar,1,1,13.8,17.2,2007.0,2007.0,2007.0,2007.0,388.2,388.2,388.2,388.2,26.0,26.0,26.0,26.0,48.0,48.0,48.0,48.0,2.6,201.7,205.6,13608.3,36205.7,40665.6,13608.3,39831.6,46065.9
Port Henderson,1,1,2.1,3.4,1999.0,1999.0,1999.0,1999.0,258.1,258.1,258.1,258.1,18.0,18.0,18.0,18.0,169.0,169.0,169.0,169.0,3.0,222.1,226.4,4023.7,11433.9,13543.6,4023.7,12612.1,14785.2
