Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Ferry-pax only,138,3,2.7,2.5,2004.2,2000.3,2003.7,1992.3,83.7,84.9,111.2,105.1,7.0,7.5,12.9,9.8,15.0,13.5,48.7,173.2,10.7,801.3,816.7,206571.8,420702.7,529955.4,1496.9,3481.0,4589.1
Container,77,22,1181.8,1469.7,2003.7,2003.2,2002.9,2003.0,350.9,1068.5,833.3,822.8,50.0,90.2,148.4,148.4,50.0,57.2,45.9,45.3,254.3,19617.7,19994.4,1315835.9,4661348.9,5102657.2,17088.8,61281.5,71785.7
General cargo,40,8,96.3,125.2,2008.1,2006.8,2007.0,2007.2,235.8,658.2,378.5,371.9,21.0,69.1,81.0,79.1,43.0,48.9,71.9,70.9,28.5,2181.6,2223.5,178247.2,530289.6,734982.8,4456.2,18363.6,23316.3
Bulk carrier,12,8,275.0,466.2,2010.2,2009.9,2012.5,2012.7,292.7,1156.5,1327.5,1371.9,33.5,104.5,321.4,329.8,52.0,93.6,33.3,31.4,23.4,1809.3,1844.0,125254.9,355065.1,470465.9,10437.9,47918.3,60129.5
Chemical tanker,11,1,897.8,1499.3,2014.0,2014.0,2014.0,2014.0,2888.0,2888.0,2726.6,2726.6,239.0,239.0,237.2,237.2,33.0,33.0,32.8,32.8,81.9,6346.6,6468.4,289202.0,2117914.9,2441915.3,26291.1,227036.6,279095.1
Liquefied gas tanker,8,2,33.3,37.6,2011.0,2008.0,2008.1,2007.6,1003.1,1159.3,1003.9,1029.4,109.0,107.8,107.2,107.2,58.5,69.2,81.1,81.3,18.0,1365.8,1392.0,28384.2,82233.6,90812.3,3548.0,19425.3,25544.7
Cruise,6,3,72.4,11.9,1983.3,1993.7,1986.2,1980.7,214.4,328.5,396.5,394.0,16.0,22.7,38.8,40.7,9.0,9.3,9.2,9.1,18.6,1438.3,1466.0,31234.2,258528.7,344766.2,5205.7,35952.2,42742.3
Ro-Ro,5,3,44.0,22.9,2006.6,2008.3,2012.8,2012.5,750.9,491.9,902.7,882.1,53.0,59.5,94.9,94.8,50.0,125.5,18.5,20.2,14.0,1071.6,1092.2,26294.3,63149.9,60224.0,5258.9,12405.4,13613.7
Other liquids tankers,1,1,44.0,49.8,2009.0,2009.0,2009.0,2009.0,1424.5,1424.5,1424.5,1424.5,32.0,32.0,32.0,32.0,95.0,95.0,95.0,95.0,6.3,489.1,498.5,25548.8,72949.6,157279.3,25548.8,88510.7,143024.0
Oil tanker,1,1,530.8,1041.8,2011.0,2011.0,2011.0,2011.0,3223.7,3223.7,3223.7,3223.7,215.0,215.0,215.0,215.0,73.0,73.0,73.0,73.0,28.1,2175.4,2217.2,247741.5,417559.7,434703.2,247741.5,672256.5,842089.7
Service - tug,1,1,1.3,0.9,2011.0,2011.0,2011.0,2011.0,4021.8,4021.8,4021.8,4021.8,570.0,570.0,570.0,570.0,96.0,96.0,96.0,96.0,3.0,223.9,228.2,22631.9,53517.7,71657.3,22631.9,58439.7,78903.5
Service - other,1,1,0.5,0.2,1973.0,1973.0,1973.0,1973.0,329.9,329.9,329.9,329.9,130.0,130.0,130.0,130.0,30.0,30.0,30.0,30.0,0.3,25.5,26.0,1494.1,3065.6,3303.4,1494.1,3324.7,3754.1
