Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,357,77,1496.6,1994.3,1978.8,1991.7,2002.3,2002.9,242.8,1263.3,1168.0,1210.7,25.0,145.1,298.5,297.5,269.0,175.1,135.1,138.5,322.9,24597.0,25069.2,1902864.2,5914925.7,8507368.7,5330.2,22435.7,30762.2
Container,172,43,1199.3,1507.7,2002.6,2004.7,2003.5,2003.4,195.3,341.1,261.8,266.1,18.5,43.0,79.3,80.7,29.0,42.4,50.3,50.5,364.2,27985.8,28523.1,1262152.7,4186282.2,4687142.5,7338.1,26015.4,30830.1
Bulk carrier,95,79,5597.7,9728.8,2006.2,2006.1,2008.1,2008.1,2019.1,2242.4,2088.8,2071.8,183.0,228.8,279.0,275.5,129.0,196.3,182.4,180.0,575.9,44532.8,45387.8,3140406.5,7947091.9,10511215.2,33056.9,135916.2,167682.0
Chemical tanker,67,59,2271.1,3714.0,2009.4,2009.3,2009.5,2009.5,1517.7,1482.8,1421.4,1413.5,164.0,159.9,212.3,212.0,34.0,88.5,83.9,83.9,393.5,30438.9,31023.3,959072.2,5760246.4,6687382.3,14314.5,100459.0,123138.6
Oil tanker,67,49,10321.7,18872.3,2005.4,2006.0,2007.1,2007.2,2299.4,2790.0,3180.8,3202.2,260.0,298.6,413.4,414.5,24.0,31.8,26.8,26.7,752.1,58224.0,59341.9,9768693.0,20444219.6,22632304.0,145801.4,369240.7,456371.0
Ro-Ro,49,14,609.2,403.4,1979.8,1983.4,1980.3,1980.6,235.5,2923.6,1329.8,1379.5,26.0,503.9,1502.8,1481.3,85.0,124.8,93.9,90.7,244.2,18723.5,19083.0,620191.2,2702495.4,1728462.1,12657.0,30237.1,36916.9
Vehicle,32,31,2934.3,923.7,2006.5,2006.2,2012.7,2012.2,628.8,1349.8,1602.0,1550.4,62.5,92.8,222.6,220.3,7.5,9.8,8.1,8.1,164.8,12759.9,13004.8,935347.5,4123879.5,4775872.7,29229.6,111101.7,119569.8
Liquefied gas tanker,32,14,565.0,653.0,2012.9,2013.1,2013.6,2013.6,2088.9,2019.4,2080.3,2106.0,161.0,161.2,181.6,183.3,112.0,78.1,140.9,135.7,193.3,14800.6,15084.8,492889.7,1427981.9,1576949.3,15402.8,84329.7,110895.7
Ferry-RoPax,15,3,10.4,4.1,1973.9,1977.3,1975.0,1974.9,241.1,273.8,277.0,267.4,26.0,249.0,319.9,359.7,214.0,159.0,228.5,266.6,32.1,2409.4,2455.6,110641.3,241333.4,319254.0,7376.1,16425.8,22942.6
Service - tug,5,5,9.7,9.0,1998.8,1998.8,1988.8,1990.4,1842.0,1841.6,2199.5,2092.2,239.0,399.0,337.6,343.6,25.0,31.6,53.9,48.3,19.8,1488.9,1517.4,229312.2,542254.3,726049.2,45862.4,118425.0,159893.9
Service - other,3,3,99.9,178.4,1979.3,1979.3,1981.9,1982.0,2120.2,1709.9,2285.5,2338.9,221.0,267.0,505.3,512.2,61.0,870.3,93.3,69.1,13.9,1040.0,1060.0,1245151.0,2554776.4,2752926.3,415050.3,923556.8,1042826.4
