Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,97,20,86.9,106.6,2002.5,2001.1,2002.0,2004.3,72.9,395.2,244.8,217.2,15.0,52.7,127.5,112.2,10.0,59.0,60.2,50.1,23.8,1810.7,1845.5,148025.2,442853.2,626584.0,1526.0,6016.7,8045.8
Cruise,89,35,928.5,95.3,1994.8,1994.8,2007.4,2004.2,175.9,172.1,178.6,186.0,15.0,18.9,17.2,18.2,9.0,11.5,13.2,13.3,244.2,18874.9,19237.3,360493.0,1770971.2,2107749.1,4050.5,17816.0,19994.1
Container,70,13,241.2,290.5,2006.8,2006.7,2007.2,2007.1,163.5,407.2,333.0,319.3,12.5,34.6,55.1,54.0,9.0,13.1,16.2,16.0,67.0,5146.1,5244.9,511758.9,1427181.4,1615269.0,7310.8,21044.0,24232.6
Chemical tanker,41,7,55.7,86.7,2008.8,2008.0,2008.1,2007.9,186.0,366.8,235.3,235.0,19.0,43.9,44.4,43.9,16.0,76.1,70.7,68.4,35.0,2651.3,2702.2,121352.7,362237.8,448260.8,2959.8,9783.4,12144.2
Ferry-RoPax,37,5,7.5,1.2,1977.6,1983.8,1993.1,1984.1,175.6,270.6,324.6,251.7,21.0,23.4,37.5,38.3,9.0,22.3,77.8,56.0,21.7,1632.8,1664.1,39640.1,85759.2,114021.5,1071.4,2391.8,3408.5
Ro-Ro,30,5,65.3,74.7,1989.6,1983.8,1992.2,1992.1,298.9,187.0,373.8,375.4,24.5,44.5,61.6,62.2,8.5,10.6,16.2,16.3,35.0,2684.0,2735.5,85025.4,197332.6,192996.3,2834.2,6682.2,7298.5
Refrigerated bulk,29,13,214.1,237.0,1999.9,1998.4,2002.9,2002.9,209.3,480.3,560.6,564.8,18.0,28.8,56.3,56.4,7.0,21.4,40.8,40.9,94.3,7201.6,7339.9,703003.0,1536095.8,1730267.4,24241.5,51658.3,55775.5
Service - tug,27,6,1.4,1.0,1976.3,1980.8,1981.4,1982.2,77.0,158.1,173.6,188.9,39.0,120.0,194.2,198.6,23.0,71.2,146.8,160.8,6.3,470.1,479.1,26538.5,62755.5,84026.2,982.9,2538.0,3426.8
Vehicle,26,15,160.5,46.8,2006.5,2003.9,2007.4,2007.2,100.6,93.4,163.8,154.1,17.0,16.1,43.1,41.4,6.5,10.9,14.8,14.6,21.5,1655.2,1687.0,47342.1,208727.9,241728.2,1820.9,6921.1,7448.6
Liquefied gas tanker,26,2,23.8,24.5,2007.7,2008.5,2007.8,2007.8,175.0,224.2,201.4,201.2,18.0,19.8,21.5,21.5,11.0,12.2,19.3,19.2,14.8,1124.7,1146.3,18518.1,53649.9,59246.7,712.2,3899.5,5127.9
Bulk carrier,22,4,34.0,50.8,2012.7,2003.2,2015.4,2015.2,131.2,305.0,261.7,257.7,19.5,37.1,50.7,50.3,28.0,40.0,62.9,62.4,6.3,483.5,492.8,58798.5,129614.8,157060.8,2672.7,8163.4,10028.2
Ferry-pax only,20,3,20.2,4.1,1998.1,1998.7,1996.4,1994.7,266.2,9749.7,2031.4,6872.0,19.5,339.2,520.1,623.9,20.5,239.0,442.6,573.2,9.2,687.4,700.5,334704.8,681657.7,858678.0,16735.2,38917.0,51305.5
Oil tanker,17,4,22.0,36.5,1998.0,1999.0,1998.2,1998.0,180.8,327.2,324.2,321.2,21.0,32.2,65.4,65.6,12.0,23.2,25.1,25.2,11.8,902.3,919.6,64567.1,69174.1,65152.5,3798.1,12938.0,17197.3
Service - other,1,1,0.4,0.2,1980.0,1980.0,1980.0,1980.0,1253.7,1253.7,1253.7,1253.7,235.0,235.0,235.0,235.0,125.0,125.0,125.0,125.0,1.2,91.8,93.5,1129.5,2317.5,2497.3,1129.5,2513.4,2838.0
