Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,1683,371,2306.5,2911.1,1995.0,2002.8,2003.4,2003.5,159.2,238.5,336.5,331.1,17.0,38.5,59.9,61.7,24.0,52.7,41.9,42.6,796.9,61145.4,62319.4,5209233.3,15264445.4,21244081.1,3095.2,12030.4,15543.4
Container,1419,113,4603.8,5471.5,2001.8,2004.3,2002.0,2001.9,224.1,232.5,298.4,297.5,20.0,25.7,43.1,43.0,19.0,25.7,31.8,31.7,1495.7,114751.0,116954.2,9398989.4,25678316.9,28953679.3,6623.7,18592.4,21266.3
Oil tanker,471,19,467.5,803.4,2007.9,2009.1,2006.6,2006.5,84.2,185.3,162.6,168.7,22.0,77.8,109.1,111.5,16.0,36.3,45.2,46.6,523.9,39836.1,40600.9,1069644.5,763266.1,878518.5,2271.0,6165.3,7822.4
Chemical tanker,468,84,2101.4,3145.8,2006.9,2007.5,2006.5,2006.5,237.4,227.9,303.3,302.8,26.0,49.2,72.5,74.2,32.0,33.7,41.1,40.9,776.0,59752.8,60900.0,1485109.3,6261967.3,7357468.4,3173.3,15337.5,18594.4
Miscellaneous - fishing,382,30,97.5,70.6,1994.9,1995.1,1989.5,1987.3,375.2,1840.8,1034.1,963.1,68.5,269.8,987.2,940.7,34.0,194.0,457.4,562.5,255.3,19165.2,19533.2,496260.2,1100800.7,1251498.9,1299.1,3057.4,3624.4
Service - tug,353,31,51.3,36.8,1989.3,1993.3,1995.1,1993.4,159.9,958.3,466.4,471.3,81.0,817.6,1059.7,973.8,20.0,124.6,344.3,380.0,235.0,17647.8,17986.7,940205.0,2223301.8,2976880.9,2663.5,6877.6,9285.9
Cruise,257,91,3798.6,429.8,1995.1,1998.2,2001.5,1998.6,196.5,339.0,383.2,370.8,17.0,25.9,37.4,36.5,9.0,18.8,12.0,12.3,998.3,76912.3,78389.0,1402332.3,8518742.0,10923032.4,5456.5,28905.6,34076.9
Liquefied gas tanker,195,32,302.8,328.9,2007.0,2008.6,2006.3,2006.4,260.8,360.5,370.3,361.5,25.0,52.4,87.4,81.6,23.0,23.5,36.0,36.8,184.0,13971.7,14240.0,230465.9,704023.7,761213.3,1181.9,6616.1,8788.3
Ferry-RoPax,171,6,702.1,113.5,2003.4,2007.8,2004.7,2004.8,302.4,354.4,479.3,523.1,25.0,31.7,108.1,123.7,10.0,24.8,65.8,77.2,355.6,26943.5,27460.9,709484.0,1752957.5,2151994.3,4149.0,8859.4,8102.4
Bulk carrier,164,50,394.8,644.4,1995.3,2003.5,2002.9,2003.1,218.0,251.2,250.7,247.1,27.0,48.0,69.3,70.2,31.0,128.6,149.5,152.4,101.8,7825.2,7975.5,527579.6,1236134.7,1578645.3,3216.9,10868.4,13571.7
Service - other,119,24,129.9,144.5,1988.8,1995.8,1981.6,1978.1,189.9,348.5,670.3,759.4,46.0,109.2,325.2,366.5,22.0,141.4,182.1,243.1,75.4,5682.9,5792.0,1008000.9,2068196.5,2228607.0,8470.6,18848.5,21282.6
Ferry-pax only,94,9,143.1,18.5,1995.2,1999.1,2000.8,2000.3,1272.0,3218.7,3583.5,3296.5,69.0,69.6,1480.2,1573.4,27.0,146.1,286.6,214.8,177.2,13307.0,13562.5,1523968.4,3103704.3,3909708.2,16212.4,37701.2,49702.7
Ro-Ro,23,11,279.8,136.1,2003.5,2002.6,2003.6,2004.0,228.5,288.3,245.2,241.9,18.0,46.5,36.8,35.7,34.0,37.9,47.2,46.1,44.8,3462.9,3529.4,168975.5,502368.6,411531.9,7346.8,17395.1,19722.6
Vehicle,5,4,33.1,10.3,2003.2,2001.8,2005.7,2005.7,223.0,186.4,176.8,183.3,24.0,32.5,35.6,35.9,1.0,4.2,6.6,6.5,2.3,177.0,180.4,10445.7,46054.1,53335.4,2089.1,7940.8,8546.0
