,exp_code_str3,exp_name,imp_code_str3,imp_name,USD,tonne
0,780,Trinidad and Tobago,670,Saint Vincent and the Grenadines,54385698.179000005,76535.283067
1,840,United States of America,670,Saint Vincent and the Grenadines,80445577.052,63402.232823
2,170,Colombia,670,Saint Vincent and the Grenadines,2091054.617,18506.317574
3,792,Türkiye,670,Saint Vincent and the Grenadines,2188169.106,9438.334037999999
4,052,Barbados,670,Saint Vincent and the Grenadines,6488275.888,8200.011988
5,328,Guyana,670,Saint Vincent and the Grenadines,5197776.572,8163.789234000001
6,500,Montserrat,670,Saint Vincent and the Grenadines,195075.313,7854.66026
7,156,China,670,Saint Vincent and the Grenadines,6948931.061,3787.247374
8,076,Brazil,670,Saint Vincent and the Grenadines,2351355.917,3447.006676
9,214,Dominican Republic,670,Saint Vincent and the Grenadines,2753864.587,3362.8871360000003
10,826,United Kingdom,670,Saint Vincent and the Grenadines,12550311.628999999,3343.346571
11,308,Grenada,670,Saint Vincent and the Grenadines,2083828.564,1902.3731489999998
12,392,Japan,670,Saint Vincent and the Grenadines,5700775.375,1581.043066
13,704,Viet Nam,670,Saint Vincent and the Grenadines,1701228.2349999999,1383.1375280000002
14,124,Canada,670,Saint Vincent and the Grenadines,2839085.746,1331.2021439999999
15,388,Jamaica,670,Saint Vincent and the Grenadines,2157317.295,1326.162897
16,528,Netherlands (Kingdom of the),670,Saint Vincent and the Grenadines,1512759.162,1300.385062
17,036,Australia,670,Saint Vincent and the Grenadines,1550214.2340000002,1260.493434
18,250,France,670,Saint Vincent and the Grenadines,2262829.2199999997,1142.147727
19,662,Saint Lucia,670,Saint Vincent and the Grenadines,1893696.1809999999,1137.573655
20,380,Italy,670,Saint Vincent and the Grenadines,6851921.824,1093.853236
21,320,Guatemala,670,Saint Vincent and the Grenadines,660557.2640000001,1071.406868
22,591,Panama,670,Saint Vincent and the Grenadines,697042.086,1063.42016
23,276,Germany,670,Saint Vincent and the Grenadines,2484016.735,952.824583
24,340,Honduras,670,Saint Vincent and the Grenadines,157390.254,828.6171190000001
25,484,Mexico,670,Saint Vincent and the Grenadines,1822134.9470000002,826.710258
26,410,"Korea, Republic of",670,Saint Vincent and the Grenadines,1003804.508,558.854742
27,554,New Zealand,670,Saint Vincent and the Grenadines,1600729.442,486.80531199999996
28,724,Spain,670,Saint Vincent and the Grenadines,999098.7670000001,428.918714
29,659,Saint Kitts and Nevis,670,Saint Vincent and the Grenadines,369695.98600000003,422.906439
30,056,Belgium,670,Saint Vincent and the Grenadines,625576.862,381.009634
31,604,Peru,670,Saint Vincent and the Grenadines,601397.88,374.522784
32,208,Denmark,670,Saint Vincent and the Grenadines,981411.6439999999,320.56376600000004
33,862,Venezuela (Bolivarian Rep. of),670,Saint Vincent and the Grenadines,177734.952,311.687137
34,040,Austria,670,Saint Vincent and the Grenadines,202533.758,298.0176
35,356,India,670,Saint Vincent and the Grenadines,752376.134,273.957862
36,360,Indonesia,670,Saint Vincent and the Grenadines,731848.819,238.50262
37,188,Costa Rica,670,Saint Vincent and the Grenadines,355533.96400000004,217.504693
38,764,Thailand,670,Saint Vincent and the Grenadines,884658.799,217.414173
39,702,Singapore,670,Saint Vincent and the Grenadines,118142.28700000001,196.938327
40,372,Ireland,670,Saint Vincent and the Grenadines,696407.086,176.30958
41,212,Dominica,670,Saint Vincent and the Grenadines,340974.257,169.36492
42,740,Suriname,670,Saint Vincent and the Grenadines,207762.35299999997,167.603101
43,152,Chile,670,Saint Vincent and the Grenadines,648192.9,164.907594
44,458,Malaysia,670,Saint Vincent and the Grenadines,411762.225,153.178491
45,084,Belize,670,Saint Vincent and the Grenadines,211002.345,151.948419
46,196,Cyprus,670,Saint Vincent and the Grenadines,120230.057,141.927843
47,092,British Virgin Islands,670,Saint Vincent and the Grenadines,202943.02,136.653941
48,032,Argentina,670,Saint Vincent and the Grenadines,176648.778,96.35566
49,784,United Arab Emirates,670,Saint Vincent and the Grenadines,87740.832,92.85425999999998
50,531,Curaçao,670,Saint Vincent and the Grenadines,228965.948,71.552671
51,218,Ecuador,670,Saint Vincent and the Grenadines,90541.963,47.681444000000006
52,344,"China, Hong Kong SAR",670,Saint Vincent and the Grenadines,92263.239,44.619933
53,440,Lithuania,670,Saint Vincent and the Grenadines,68080.41,44.230266
54,222,El Salvador,670,Saint Vincent and the Grenadines,51503.459,40.948844
55,752,Sweden,670,Saint Vincent and the Grenadines,190118.404,38.080196
56,158,"China, Taiwan Province of",670,Saint Vincent and the Grenadines,79384.308,29.297637
57,756,"Switzerland, Liechtenstein",670,Saint Vincent and the Grenadines,189150.81399999998,22.360780000000002
58,028,Antigua and Barbuda,670,Saint Vincent and the Grenadines,142807.48500000002,20.186444
59,616,Poland,670,Saint Vincent and the Grenadines,114888.049,18.514578999999998
60,578,Norway,670,Saint Vincent and the Grenadines,52405.708,17.456373
61,050,Bangladesh,670,Saint Vincent and the Grenadines,21737.306999999997,16.425771
62,364,Iran (Islamic Republic of),670,Saint Vincent and the Grenadines,170014.006,13.366999
63,620,Portugal,670,Saint Vincent and the Grenadines,41900.485,12.936925
64,348,Hungary,670,Saint Vincent and the Grenadines,30009.524999999998,10.281663
65,376,Israel,670,Saint Vincent and the Grenadines,73926.698,8.936647
66,804,Ukraine,670,Saint Vincent and the Grenadines,20120.369,8.150098
67,760,Syrian Arab Republic,670,Saint Vincent and the Grenadines,6358.525,6.784688
68,608,Philippines,670,Saint Vincent and the Grenadines,19447.428999999996,6.270795000000001
69,710,South Africa,670,Saint Vincent and the Grenadines,17717.541,6.213651
